antiguedad_meses,gasto_mensual,visitas_ultimo_mes,dias_desde_ultima_visita,tickets_soporte,plan,metodo_pago,descuento_activo,cancelo
20,5.08,10,22,0,basico,transferencia,0,0
7,48.31,0,9,0,premium,tarjeta,0,0
10,12.05,3,2,0,basico,tarjeta,1,0
22,49.42,6,12,0,premium,tarjeta,1,0
5,12.93,6,2,0,basico,tarjeta,1,0
11,12.26,6,11,0,basico,tarjeta,0,1
3,13.49,1,34,1,basico,transferencia,0,1
18,8.05,1,5,1,basico,tarjeta,0,0
7,18.23,1,90,1,basico,transferencia,0,1
4,23.5,9,9,3,estandar,efectivo,1,1
13,10.55,4,24,1,basico,tarjeta,0,0
3,17.17,16,11,0,basico,tarjeta,0,0
10,12.99,7,2,1,basico,transferencia,0,0
7,11.05,3,2,1,basico,tarjeta,0,0
16,46.66,10,24,0,premium,tarjeta,1,0
16,47.5,3,24,0,premium,tarjeta,0,0
8,11.53,5,58,1,basico,transferencia,0,1
33,28.69,7,31,2,estandar,transferencia,0,1
27,19.92,9,32,0,estandar,transferencia,1,0
6,46.05,6,16,0,premium,transferencia,0,0
52,15.2,9,47,1,basico,tarjeta,1,1
22,14.49,7,4,0,basico,transferencia,0,0
17,16.04,6,3,1,estandar,efectivo,0,1
18,44.49,12,29,1,premium,tarjeta,0,0
5,20.14,4,30,0,estandar,efectivo,0,1
30,30.14,6,23,0,estandar,efectivo,0,0
2,10.44,3,2,1,basico,tarjeta,0,0
17,29.7,7,5,1,estandar,tarjeta,0,0
27,40.13,4,17,0,premium,tarjeta,0,0
6,13.56,10,7,0,basico,transferencia,1,0
23,25.03,6,13,1,estandar,tarjeta,0,0
14,23.06,10,1,2,basico,tarjeta,0,0
24,29.71,4,13,0,estandar,transferencia,0,0
26,29.46,14,9,0,estandar,efectivo,1,0
35,33.11,7,13,1,estandar,transferencia,0,0
30,46.14,4,27,0,premium,transferencia,0,0
2,11.6,9,30,0,basico,tarjeta,0,0
6,11.15,7,7,1,basico,tarjeta,0,0
19,13.31,5,2,0,basico,transferencia,0,0
26,5.0,2,0,2,basico,tarjeta,1,1
5,12.01,2,43,1,basico,tarjeta,0,1
21,12.91,13,2,1,basico,efectivo,0,0
32,11.38,4,17,0,basico,tarjeta,0,0
26,5.88,1,60,2,basico,transferencia,0,1
21,11.4,6,27,0,basico,transferencia,1,0
13,18.87,6,1,1,estandar,transferencia,1,0
12,19.1,5,24,1,basico,tarjeta,1,0
47,23.97,19,9,0,estandar,tarjeta,0,0
1,36.75,2,6,3,premium,tarjeta,0,0
9,24.17,0,53,3,estandar,transferencia,0,1
6,15.58,4,7,1,basico,tarjeta,0,0
4,12.7,2,16,0,basico,tarjeta,0,1
20,21.34,7,7,1,estandar,transferencia,1,0
18,22.29,11,13,1,estandar,tarjeta,1,0
14,10.85,10,6,0,basico,tarjeta,0,0
18,10.24,8,5,0,basico,tarjeta,0,0
24,19.96,14,21,1,estandar,tarjeta,0,0
11,11.73,9,20,0,basico,tarjeta,0,0
19,19.67,8,1,2,estandar,tarjeta,0,0
11,15.8,17,14,0,basico,efectivo,0,0
20,16.28,4,78,1,basico,efectivo,1,1
32,40.99,8,90,0,premium,transferencia,0,1
25,9.13,5,17,0,basico,transferencia,1,1
39,23.31,7,35,3,estandar,transferencia,1,1
9,11.87,7,12,1,basico,efectivo,0,0
7,13.03,8,33,0,basico,tarjeta,0,0
18,46.85,8,63,1,premium,tarjeta,0,1
9,13.76,7,90,0,basico,transferencia,0,1
20,18.22,6,32,0,basico,efectivo,0,0
16,45.24,7,4,0,premium,tarjeta,0,0
6,19.79,4,28,3,estandar,tarjeta,0,1
19,18.56,10,6,2,estandar,tarjeta,0,0
7,18.54,1,90,0,basico,tarjeta,0,1
34,14.04,2,11,0,basico,transferencia,0,0
12,25.83,5,17,0,estandar,tarjeta,0,0
7,13.8,9,7,0,basico,efectivo,1,0
16,12.64,2,6,2,basico,transferencia,0,0
17,26.73,7,52,0,estandar,tarjeta,1,1
9,10.51,10,11,1,basico,transferencia,1,0
8,16.22,9,2,0,basico,transferencia,1,0
3,9.9,1,25,1,basico,tarjeta,0,0
24,8.39,3,7,2,basico,tarjeta,0,0
33,18.24,7,36,0,estandar,transferencia,1,0
27,44.05,8,21,2,premium,tarjeta,0,0
7,17.07,6,25,0,basico,tarjeta,0,0
18,10.17,9,7,0,basico,tarjeta,0,0
16,19.49,7,40,2,estandar,tarjeta,1,1
4,13.14,0,9,0,basico,transferencia,0,0
9,22.4,6,51,0,estandar,tarjeta,1,1
17,51.19,10,4,0,premium,transferencia,0,0
2,29.3,4,75,0,estandar,tarjeta,0,1
5,6.92,4,45,1,basico,transferencia,0,1
22,44.3,12,18,0,premium,tarjeta,1,0
7,8.98,8,29,0,basico,efectivo,0,0
4,40.36,10,53,2,premium,efectivo,0,1
26,24.78,3,45,1,estandar,tarjeta,0,1
7,28.27,0,39,1,estandar,transferencia,0,1
23,44.67,5,69,1,premium,tarjeta,0,1
39,22.94,13,25,0,estandar,transferencia,0,0
5,5.0,5,19,2,basico,transferencia,0,0
12,9.34,9,68,0,basico,tarjeta,1,1
16,27.21,2,7,0,estandar,tarjeta,0,0
26,19.63,8,0,2,estandar,tarjeta,0,0
9,17.13,4,21,0,basico,transferencia,1,0
1,22.67,10,34,1,estandar,transferencia,1,1
5,25.77,0,40,1,estandar,tarjeta,0,1
10,10.4,13,15,0,basico,tarjeta,1,0
22,7.29,5,12,1,basico,tarjeta,0,0
12,13.76,8,9,0,basico,tarjeta,0,0
21,9.61,16,8,0,basico,tarjeta,0,1
10,8.67,14,10,0,basico,tarjeta,0,0
15,5.0,15,6,0,basico,efectivo,1,0
24,17.21,5,37,2,basico,tarjeta,0,0
28,12.02,7,28,0,basico,transferencia,0,0
45,29.43,5,15,0,estandar,tarjeta,1,0
17,14.48,11,5,1,basico,tarjeta,1,0
2,49.43,2,90,0,premium,transferencia,0,1
19,42.74,12,23,2,premium,tarjeta,1,0
2,19.51,1,25,1,estandar,tarjeta,1,1
20,48.05,6,3,3,premium,efectivo,1,1
15,45.52,9,90,0,premium,efectivo,0,1
27,10.13,4,3,0,basico,transferencia,0,0
10,27.97,5,37,1,estandar,tarjeta,0,1
15,13.23,16,18,1,basico,tarjeta,0,0
19,27.56,7,24,0,estandar,tarjeta,0,0
1,20.91,9,2,0,estandar,efectivo,0,0
18,15.91,7,66,0,basico,transferencia,0,1
1,11.98,8,30,0,basico,tarjeta,0,0
7,49.34,3,10,0,premium,efectivo,0,0
17,15.87,4,13,1,basico,tarjeta,1,0
2,14.75,5,4,1,basico,tarjeta,0,0
21,11.56,0,1,0,basico,tarjeta,0,0
20,27.84,1,3,0,estandar,tarjeta,0,0
26,49.44,7,13,1,premium,efectivo,0,0
3,27.43,3,8,0,estandar,efectivo,0,1
44,12.81,2,26,1,basico,tarjeta,1,1
4,14.85,6,54,0,basico,tarjeta,0,1
15,9.9,6,78,1,basico,tarjeta,0,1
10,31.06,8,16,0,estandar,tarjeta,0,0
12,38.27,6,8,0,premium,tarjeta,0,0
40,25.14,10,20,1,estandar,tarjeta,0,0
5,10.38,1,16,1,basico,tarjeta,0,0
36,22.44,15,58,0,estandar,tarjeta,0,1
23,13.22,6,7,0,basico,tarjeta,0,0
13,20.5,6,0,1,estandar,efectivo,0,1
13,33.61,10,3,0,estandar,tarjeta,0,0
20,19.59,12,15,1,estandar,tarjeta,1,1
10,21.19,7,6,0,estandar,tarjeta,0,0
11,40.82,3,17,1,premium,transferencia,0,1
15,12.79,8,2,0,basico,tarjeta,1,0
33,16.06,2,13,1,basico,tarjeta,0,0
12,14.1,6,6,0,basico,transferencia,1,0
2,30.89,1,7,0,estandar,transferencia,0,0
16,21.69,6,34,1,estandar,tarjeta,1,0
13,27.63,9,3,1,estandar,tarjeta,0,0
8,23.79,9,14,0,estandar,efectivo,0,0
17,12.91,14,1,0,basico,tarjeta,0,0
8,29.43,14,3,2,estandar,tarjeta,0,0
12,18.23,5,16,1,estandar,tarjeta,0,0
15,19.96,2,6,1,basico,tarjeta,0,0
16,11.42,5,8,0,basico,transferencia,0,0
18,5.57,2,27,1,basico,transferencia,1,0
20,9.23,5,23,1,basico,tarjeta,1,0
15,25.41,3,53,0,estandar,transferencia,0,1
3,42.23,3,13,1,premium,tarjeta,0,1
17,16.81,10,27,0,estandar,transferencia,0,1
26,12.39,10,5,2,basico,tarjeta,0,0
2,22.11,8,19,0,estandar,tarjeta,0,0
3,27.6,4,8,0,estandar,transferencia,0,0
7,7.73,1,14,0,basico,tarjeta,0,1
25,54.05,10,21,0,premium,tarjeta,1,0
7,14.05,4,12,0,basico,tarjeta,0,0
25,12.79,6,3,0,basico,transferencia,0,0
16,14.49,12,65,0,basico,tarjeta,0,1
8,5.0,11,48,1,basico,transferencia,0,1
60,43.01,9,39,0,premium,transferencia,1,0
4,19.13,1,25,2,basico,transferencia,0,1
14,10.72,5,15,2,basico,tarjeta,0,1
6,11.75,2,4,3,basico,transferencia,1,1
17,10.13,11,37,2,basico,tarjeta,0,1
6,17.86,2,25,0,basico,efectivo,0,1
9,11.02,5,9,0,basico,transferencia,0,0
7,19.99,7,4,2,estandar,tarjeta,0,0
11,22.32,6,14,0,basico,transferencia,0,0
26,19.5,9,14,1,estandar,tarjeta,1,0
4,11.61,8,23,1,basico,tarjeta,0,1
7,21.63,8,17,0,estandar,tarjeta,0,0
10,42.19,13,11,0,premium,transferencia,0,0
11,7.76,8,9,0,basico,transferencia,1,0
32,9.84,3,45,0,basico,efectivo,0,1
7,48.94,2,5,0,premium,tarjeta,0,0
25,17.39,2,17,0,estandar,transferencia,0,1
34,30.04,11,0,1,estandar,transferencia,0,0
12,16.35,7,50,0,basico,transferencia,0,1
6,14.04,8,13,0,basico,tarjeta,1,0
29,25.5,6,13,3,estandar,tarjeta,0,0
23,46.11,11,21,0,premium,transferencia,0,0
5,17.69,17,17,1,basico,tarjeta,0,0
38,18.02,6,1,1,estandar,tarjeta,1,0
8,27.91,6,9,1,estandar,tarjeta,0,0
12,9.02,14,12,0,basico,tarjeta,1,0
21,15.3,2,49,2,basico,tarjeta,1,1
35,9.55,7,45,2,basico,tarjeta,0,0
17,14.83,10,15,2,basico,transferencia,0,0
11,18.81,4,8,1,estandar,efectivo,0,1
10,5.23,5,57,0,basico,tarjeta,1,1
11,11.55,7,4,0,basico,tarjeta,1,0
52,30.74,7,4,0,estandar,transferencia,0,0
18,27.15,9,3,1,estandar,tarjeta,0,0
15,27.12,2,2,0,estandar,efectivo,1,1
24,28.44,7,1,1,estandar,tarjeta,0,0
11,10.41,10,2,2,basico,tarjeta,0,0
34,27.44,11,7,0,estandar,tarjeta,0,0
19,9.68,6,30,1,basico,tarjeta,0,0
11,10.74,4,10,2,basico,transferencia,0,0
9,11.24,10,22,1,basico,tarjeta,0,0
3,22.82,11,3,0,estandar,efectivo,1,0
25,24.74,4,75,0,estandar,transferencia,0,1
4,10.98,9,21,0,basico,efectivo,0,0
32,42.17,4,44,0,premium,efectivo,0,1
7,44.44,4,14,0,premium,tarjeta,0,0
7,12.62,7,20,2,basico,tarjeta,0,1
44,20.6,6,7,0,estandar,transferencia,0,0
24,13.67,7,90,1,basico,tarjeta,0,1
15,43.03,19,13,0,premium,tarjeta,1,0
41,12.79,1,2,0,basico,tarjeta,0,0
13,9.34,6,19,0,basico,tarjeta,0,0
9,16.2,15,74,0,basico,efectivo,0,1
16,15.82,7,55,1,basico,tarjeta,0,1
27,20.8,6,5,0,estandar,transferencia,0,0
5,27.1,0,4,0,estandar,efectivo,0,1
7,17.79,9,9,0,basico,tarjeta,0,0
6,21.21,5,2,0,estandar,transferencia,0,0
5,41.52,7,16,0,premium,tarjeta,0,0
12,27.94,4,8,1,estandar,tarjeta,0,0
5,19.77,7,28,0,estandar,tarjeta,0,0
2,8.89,5,23,3,basico,tarjeta,0,1
7,7.94,4,42,1,basico,tarjeta,0,1
7,47.99,4,10,1,premium,tarjeta,0,1
18,22.23,7,5,1,estandar,tarjeta,0,0
25,23.86,2,31,2,estandar,tarjeta,1,1
8,42.01,1,23,1,premium,transferencia,0,0
7,16.59,6,13,1,basico,tarjeta,1,0
42,21.56,11,4,0,estandar,transferencia,0,0
25,6.37,5,5,0,basico,efectivo,0,0
17,6.21,4,51,1,basico,transferencia,0,1
10,27.77,3,12,0,estandar,tarjeta,0,1
24,15.06,9,6,0,basico,transferencia,0,0
5,49.99,14,7,0,premium,transferencia,0,0
25,6.96,6,63,0,basico,efectivo,0,1
19,44.08,11,28,2,premium,efectivo,1,1
22,34.71,2,19,1,estandar,tarjeta,0,0
15,23.79,11,34,0,estandar,transferencia,0,0
4,42.75,1,26,3,premium,transferencia,0,1
6,11.92,4,30,0,basico,tarjeta,0,0
20,14.12,12,35,1,basico,tarjeta,0,0
18,14.05,1,12,0,basico,transferencia,1,0
9,9.54,0,10,0,basico,transferencia,0,1
9,42.66,7,4,1,premium,tarjeta,0,0
29,23.81,8,19,1,estandar,tarjeta,0,0
13,9.08,5,3,0,basico,tarjeta,1,0
7,7.06,2,90,0,basico,tarjeta,1,1
33,32.23,7,14,1,estandar,efectivo,0,0
31,23.37,5,5,1,estandar,efectivo,0,0
13,10.6,1,90,0,basico,tarjeta,0,1
15,23.72,1,25,2,estandar,tarjeta,0,0
25,24.68,7,6,1,estandar,transferencia,0,0
21,26.74,6,19,0,estandar,transferencia,0,0
4,10.14,8,9,0,basico,tarjeta,0,0
33,29.56,8,15,1,estandar,tarjeta,0,0
3,14.39,9,20,0,basico,tarjeta,0,1
18,11.24,11,32,0,basico,transferencia,0,0
5,22.34,29,16,0,estandar,transferencia,0,0
21,29.34,5,22,0,estandar,tarjeta,0,0
8,11.35,1,49,0,basico,efectivo,0,1
8,40.03,4,32,0,premium,transferencia,0,0
24,16.08,2,31,0,basico,efectivo,0,1
5,22.09,0,8,3,estandar,tarjeta,0,0
9,48.47,3,10,1,premium,tarjeta,1,1
5,14.94,10,10,0,estandar,efectivo,0,0
15,43.53,1,5,1,premium,efectivo,0,0
5,29.64,2,14,0,estandar,efectivo,0,0
17,25.02,5,1,0,estandar,transferencia,0,0
30,27.39,3,1,0,estandar,tarjeta,0,0
2,21.39,12,2,0,estandar,tarjeta,0,0
8,13.39,5,43,1,basico,tarjeta,0,1
5,25.02,4,8,2,estandar,efectivo,0,1
4,12.97,6,3,1,basico,tarjeta,0,0
17,53.16,4,3,0,premium,transferencia,0,0
16,17.22,5,85,1,basico,efectivo,1,1
33,15.17,3,23,2,basico,efectivo,1,1
22,48.22,22,9,0,premium,efectivo,0,1
14,8.36,5,5,0,basico,tarjeta,0,0
16,10.12,8,24,0,basico,tarjeta,0,0
9,18.87,8,6,0,estandar,efectivo,1,0
17,6.92,8,26,1,basico,tarjeta,1,1
3,8.45,8,12,0,basico,tarjeta,0,1
12,24.88,5,22,1,estandar,efectivo,0,1
19,7.1,3,21,2,basico,transferencia,0,0
12,11.84,1,12,2,basico,tarjeta,0,1
8,11.38,1,25,1,basico,tarjeta,0,1
14,7.46,10,7,0,basico,tarjeta,1,0
7,18.1,6,33,3,basico,efectivo,0,1
11,6.7,7,5,1,basico,transferencia,1,0
23,29.47,8,7,2,estandar,tarjeta,0,0
24,15.98,7,90,0,estandar,tarjeta,0,1
16,11.43,14,8,0,basico,efectivo,1,0
6,7.21,6,5,1,basico,efectivo,0,1
10,42.38,11,7,1,premium,tarjeta,0,0
15,32.24,4,42,1,estandar,transferencia,0,1
8,10.61,19,7,1,basico,tarjeta,0,0
39,20.58,13,39,0,estandar,tarjeta,1,0
8,13.95,4,17,0,basico,tarjeta,0,0
14,43.58,5,67,0,premium,tarjeta,0,0
25,45.6,4,17,0,premium,tarjeta,0,0
35,41.34,2,57,0,premium,tarjeta,0,1
6,8.54,6,33,0,basico,tarjeta,0,1
3,8.85,12,2,0,basico,tarjeta,0,0
16,15.19,1,6,0,basico,tarjeta,0,0
42,11.09,12,3,0,basico,transferencia,0,0
4,7.81,2,9,0,basico,tarjeta,0,1
11,25.65,4,90,0,estandar,tarjeta,1,1
17,12.32,10,31,2,basico,efectivo,0,1
14,47.29,9,15,0,premium,tarjeta,0,0
18,10.07,11,20,0,basico,efectivo,0,0
32,11.69,11,7,0,basico,transferencia,0,0
26,46.69,14,23,0,premium,transferencia,0,0
10,20.96,3,9,1,estandar,tarjeta,0,0
4,15.54,8,10,0,basico,tarjeta,0,0
27,25.07,8,29,0,estandar,transferencia,0,1
11,7.6,6,7,2,basico,transferencia,0,0
14,7.57,2,5,1,basico,tarjeta,0,0
24,24.6,14,30,0,estandar,transferencia,0,0
27,9.8,3,27,0,basico,tarjeta,1,0
23,28.02,0,18,0,estandar,efectivo,0,0
38,10.85,9,17,1,basico,transferencia,0,0
13,26.21,2,7,1,estandar,tarjeta,0,0
8,21.61,6,1,1,estandar,efectivo,0,1
6,11.91,6,56,0,basico,efectivo,1,1
8,17.26,1,2,2,basico,transferencia,1,1
9,11.41,15,24,1,basico,tarjeta,1,0
16,22.79,22,90,0,estandar,transferencia,1,1
20,21.54,11,29,0,estandar,transferencia,0,0
6,24.92,13,12,0,estandar,tarjeta,1,0
24,17.64,9,9,1,basico,efectivo,0,0
26,6.55,9,90,0,basico,tarjeta,0,1
20,24.8,10,44,2,estandar,efectivo,1,1
9,5.14,9,3,0,basico,transferencia,0,0
31,23.36,11,1,0,estandar,tarjeta,0,0
13,13.05,12,20,1,basico,efectivo,0,1
7,5.68,4,13,0,basico,tarjeta,0,0
5,23.22,9,20,2,estandar,tarjeta,0,1
15,26.16,4,15,0,estandar,tarjeta,1,1
10,25.52,4,10,0,estandar,tarjeta,0,1
4,13.36,0,21,1,basico,transferencia,1,1
3,41.1,6,2,0,premium,tarjeta,0,0
17,46.16,8,18,0,premium,efectivo,0,0
4,42.6,12,1,2,premium,efectivo,0,0
1,27.86,3,58,0,estandar,transferencia,1,1
26,15.76,6,22,1,estandar,tarjeta,0,1
6,23.84,10,68,0,estandar,transferencia,0,1
18,12.4,7,34,0,basico,tarjeta,1,1
15,17.4,7,16,1,basico,transferencia,0,0
8,25.35,7,89,1,estandar,tarjeta,1,1
33,12.75,3,3,0,basico,efectivo,0,0
20,13.5,5,32,3,basico,tarjeta,1,0
12,50.01,3,4,1,premium,tarjeta,1,0
7,10.47,6,0,0,basico,efectivo,1,0
19,19.39,3,42,2,estandar,tarjeta,1,0
21,18.62,6,9,1,estandar,efectivo,0,0
14,14.66,0,25,1,basico,efectivo,0,1
13,45.89,7,5,0,premium,tarjeta,0,0
20,10.97,4,33,0,basico,tarjeta,0,0
12,42.66,9,34,1,premium,tarjeta,1,0
7,25.72,5,7,1,estandar,transferencia,1,1
4,12.84,5,23,0,basico,efectivo,0,1
12,13.92,4,34,1,basico,tarjeta,0,0
4,7.57,2,12,2,basico,transferencia,0,1
22,5.0,5,48,1,basico,tarjeta,0,1
12,8.35,10,37,0,basico,transferencia,0,0
24,39.6,4,17,0,premium,transferencia,0,0
16,6.39,4,62,1,basico,efectivo,1,1
18,51.28,6,47,0,premium,tarjeta,0,1
8,5.0,7,18,0,basico,tarjeta,0,0
12,46.88,6,11,2,premium,tarjeta,1,0
15,15.63,8,18,1,basico,tarjeta,0,0
14,15.95,6,29,0,basico,tarjeta,0,0
14,26.11,2,16,0,estandar,efectivo,0,1
5,17.28,7,0,0,basico,tarjeta,0,0
2,52.13,4,3,0,premium,tarjeta,1,0
5,10.79,5,90,1,basico,transferencia,1,1
1,26.79,4,30,0,estandar,tarjeta,1,0
3,30.1,7,1,1,estandar,tarjeta,0,1
16,21.55,2,11,2,estandar,efectivo,0,1
11,11.02,2,70,1,basico,tarjeta,0,1
7,9.5,7,19,0,basico,tarjeta,0,0
10,13.84,9,50,1,basico,tarjeta,0,0
2,5.0,6,90,1,basico,tarjeta,0,1
12,17.75,2,13,1,basico,tarjeta,0,0
4,47.14,3,37,2,premium,tarjeta,0,0
28,27.36,8,22,0,estandar,tarjeta,0,0
19,15.55,2,9,1,estandar,efectivo,0,0
18,7.84,7,45,0,basico,tarjeta,0,0
14,17.96,7,9,0,basico,tarjeta,0,0
20,24.29,2,20,1,estandar,tarjeta,0,1
12,5.1,5,12,0,basico,efectivo,1,1
7,12.89,6,22,1,basico,tarjeta,1,0
18,27.72,4,50,1,estandar,efectivo,1,1
25,27.13,17,12,0,estandar,tarjeta,1,0
6,44.4,5,54,0,premium,efectivo,0,1
3,16.54,3,10,1,basico,tarjeta,0,1
40,22.19,5,6,0,estandar,tarjeta,1,0
31,14.16,5,4,2,basico,tarjeta,0,0
13,12.54,10,44,2,basico,tarjeta,1,1
1,24.47,6,17,0,estandar,transferencia,0,0
15,10.48,9,6,0,basico,transferencia,0,0
54,23.63,17,24,0,estandar,transferencia,1,0
20,12.13,9,25,0,basico,tarjeta,1,0
19,10.83,11,2,0,basico,transferencia,1,0
12,47.93,6,11,2,premium,tarjeta,0,1
18,9.86,5,8,0,basico,efectivo,1,0
20,31.27,1,42,0,estandar,transferencia,1,1
15,9.68,6,3,2,basico,tarjeta,1,0
11,48.68,2,11,2,premium,efectivo,0,1
15,15.85,2,37,2,basico,tarjeta,1,1
14,12.66,5,28,1,basico,tarjeta,1,1
2,25.31,5,26,2,estandar,tarjeta,0,1
47,9.08,13,1,0,basico,transferencia,0,0
19,9.93,8,10,3,basico,tarjeta,0,0
28,45.88,3,23,0,premium,tarjeta,0,0
16,24.82,1,14,0,estandar,transferencia,0,0
9,29.73,6,33,0,estandar,tarjeta,0,1
24,23.18,5,8,1,estandar,transferencia,1,0
3,43.42,7,12,1,premium,tarjeta,0,1
19,38.34,7,4,0,premium,tarjeta,0,0
24,27.57,4,6,1,estandar,efectivo,0,0
12,14.21,4,38,1,basico,tarjeta,0,1
18,15.91,4,12,1,basico,transferencia,0,1
2,29.13,3,10,1,estandar,transferencia,0,0
19,48.16,6,11,0,premium,efectivo,0,0
10,28.32,6,50,0,estandar,tarjeta,1,1
18,14.44,13,3,0,basico,transferencia,0,0
13,15.06,8,0,0,basico,tarjeta,1,0
12,17.63,8,15,1,estandar,tarjeta,0,0
19,40.6,4,7,0,premium,tarjeta,0,0
10,6.95,10,5,0,basico,tarjeta,0,0
12,30.08,2,4,0,estandar,tarjeta,1,0
41,21.87,11,1,0,estandar,tarjeta,0,0
29,42.51,5,2,2,premium,tarjeta,0,0
11,12.03,11,15,1,basico,transferencia,0,0
13,40.03,14,16,0,premium,tarjeta,0,0
8,26.52,4,42,1,estandar,tarjeta,0,0
10,16.48,15,35,1,estandar,tarjeta,0,0
10,7.29,5,34,1,basico,tarjeta,0,1
14,25.8,6,15,1,estandar,transferencia,0,0
2,20.03,6,1,0,estandar,efectivo,0,0
10,17.2,18,43,0,basico,tarjeta,0,0
9,12.19,7,5,2,basico,transferencia,0,1
31,29.53,6,9,0,estandar,tarjeta,0,0
13,26.43,11,27,1,estandar,efectivo,1,1
15,11.95,11,8,1,basico,tarjeta,0,0
10,8.01,11,6,0,basico,tarjeta,0,0
13,15.72,1,30,0,basico,tarjeta,0,0
10,46.77,11,9,0,premium,tarjeta,1,0
14,53.34,2,4,1,premium,transferencia,0,0
18,15.31,7,5,1,basico,tarjeta,1,0
4,10.41,5,40,1,basico,tarjeta,0,1
20,13.16,10,40,0,basico,tarjeta,0,0
6,26.69,4,83,1,estandar,efectivo,0,1
42,49.65,13,4,0,premium,transferencia,0,0
14,30.29,4,23,0,estandar,efectivo,0,1
15,11.35,5,10,2,basico,efectivo,0,0
16,7.14,9,14,0,basico,efectivo,0,0
13,5.0,10,27,1,basico,tarjeta,0,1
8,40.44,10,29,0,premium,tarjeta,0,0
15,22.63,5,1,1,estandar,tarjeta,0,0
15,31.02,4,9,0,estandar,tarjeta,0,0
7,18.08,11,10,0,basico,transferencia,1,0
4,48.84,4,31,1,premium,tarjeta,0,0
24,16.92,9,7,0,basico,tarjeta,1,0
10,42.17,8,32,0,premium,transferencia,1,1
12,38.94,3,1,1,premium,tarjeta,0,0
15,20.97,2,34,2,estandar,tarjeta,0,1
7,36.86,8,4,1,premium,tarjeta,0,0
16,7.54,1,43,0,basico,transferencia,0,1
12,22.98,6,4,1,estandar,tarjeta,0,0
13,12.67,6,2,3,basico,tarjeta,0,0
27,25.54,13,30,0,estandar,tarjeta,0,0
14,9.24,8,20,1,basico,transferencia,0,0
11,14.28,8,16,0,basico,tarjeta,0,0
6,9.32,3,15,1,basico,tarjeta,1,1
16,12.04,10,36,0,basico,efectivo,0,1
23,20.56,7,13,1,estandar,efectivo,0,1
11,29.35,5,7,0,estandar,tarjeta,0,0
23,12.08,9,61,0,basico,tarjeta,0,0
16,47.72,2,10,0,premium,tarjeta,0,0
14,40.14,11,11,0,premium,transferencia,0,0
17,12.7,9,6,0,basico,tarjeta,0,0
5,14.29,7,5,0,basico,efectivo,0,1
10,16.82,10,8,0,estandar,transferencia,0,0
10,29.67,12,47,0,estandar,tarjeta,1,0
12,7.0,10,18,0,basico,tarjeta,0,0
38,25.84,11,47,0,estandar,efectivo,0,1
14,19.15,5,10,1,basico,transferencia,0,1
4,15.82,5,11,1,basico,transferencia,0,1
8,19.04,1,35,0,estandar,tarjeta,0,1
13,24.29,4,12,2,estandar,transferencia,0,0
14,49.93,10,9,0,premium,transferencia,0,0
1,8.73,15,12,0,basico,efectivo,0,1
18,10.56,8,47,0,basico,tarjeta,0,0
19,10.45,0,36,0,basico,tarjeta,1,1
6,14.28,6,67,0,basico,tarjeta,0,1
23,5.85,9,23,1,basico,transferencia,0,1
11,27.5,1,6,2,estandar,efectivo,0,1
6,22.51,9,15,1,estandar,tarjeta,0,0
5,24.95,20,29,0,estandar,tarjeta,0,0
18,11.1,5,58,0,basico,tarjeta,0,1
9,14.4,0,21,3,basico,transferencia,0,1
15,24.92,8,48,3,estandar,efectivo,0,1
5,17.76,1,8,1,basico,tarjeta,1,0
10,48.96,3,5,0,premium,tarjeta,0,0
17,8.82,5,23,0,basico,efectivo,0,0
26,30.46,7,39,0,estandar,tarjeta,0,0
28,46.28,11,16,0,premium,tarjeta,0,0
26,25.68,6,6,1,estandar,tarjeta,0,0
56,28.39,18,2,1,estandar,tarjeta,0,0
16,20.84,10,50,0,estandar,tarjeta,1,1
5,6.48,11,28,1,basico,transferencia,0,1
8,25.1,16,43,0,estandar,tarjeta,0,0
28,42.57,6,15,1,premium,transferencia,1,1
8,53.29,8,9,0,premium,transferencia,0,0
1,8.94,4,33,2,basico,tarjeta,1,1
11,12.16,6,13,0,basico,tarjeta,0,0
22,25.77,4,17,0,estandar,tarjeta,0,0
8,29.93,13,21,1,estandar,tarjeta,0,0
28,8.02,4,15,2,basico,transferencia,1,1
40,5.55,15,0,0,basico,tarjeta,0,0
15,17.58,7,0,1,basico,transferencia,1,0
45,25.32,4,46,1,estandar,tarjeta,0,0
34,15.24,12,19,1,basico,tarjeta,0,0
23,15.43,8,8,0,basico,tarjeta,0,0
17,16.12,1,53,0,basico,tarjeta,0,1
16,43.49,9,3,0,premium,transferencia,0,0
12,9.4,4,23,1,basico,transferencia,1,1
19,5.0,7,5,1,basico,tarjeta,0,0
2,21.02,1,14,2,estandar,transferencia,0,1
35,12.25,4,41,0,basico,transferencia,0,1
45,42.19,9,5,1,premium,tarjeta,0,0
2,40.44,11,2,0,premium,tarjeta,0,0
22,12.2,6,4,1,basico,tarjeta,0,0
33,17.37,6,39,2,basico,tarjeta,0,1
14,11.78,7,1,0,basico,efectivo,0,0
12,7.47,8,29,2,basico,tarjeta,1,0
10,17.09,4,40,0,basico,tarjeta,1,1
9,8.9,0,18,0,basico,transferencia,0,0
16,17.92,8,13,0,basico,tarjeta,0,0
28,23.95,8,22,2,estandar,transferencia,0,0
2,12.41,2,1,0,basico,tarjeta,0,0
6,18.24,3,4,0,basico,tarjeta,0,0
